text,theme,metre_simple,complexity_word,year,title
"

Нас несет Енисей.
	  Как плоты над огромной и черной водой,
я — ничей!
Я — не твой, я — не твой, я — не твой!

Ненавижу провал
	  твоих губ, твои волосы, платье, жилье.
Я плевал
на святое и лживое имя твое!

Ненавижу за ложь
	           телеграмм и открыток твоих,
ненавижу, как нож
	           по ночам ненавидит живых,

ненавижу твой шелк,
	           проливные нейлоны гардин,
мне нужнее мешок, чем холстина картин!

Атаманша-тихоня
	          телефон-автоматной Москвы,
я страшон, как икона,
	          почернел и опух от мошки.

Блещет, точно сазан,
	          голубая щека рыбака,
«нет» — слезам.
«Д а» — мужским, продубленным рукам.

«Да» - девчатам разбойным,
	            купающим МАЗ, как коня,
«да» — брандспойтам,
сбивающим горе с меня.

",Мотив черного,не указан,сложный,1958.0,НА ПЛОТАХ
"Над темной молчаливою державой
какое одиночество парить!
Завидую тебе, орел двуглавый,
Ты можешь сам с собой поговорить.

",Длань,не указан,сложный,1978.0,...
"Нас дурацкое счастье минует.
Нас минуют печаль и беда.
Неужели настанет минута,
когда я не увижу Тебя?

И неважно, что, брошенный в жижу
мирового слепого дождя,
больше я никого не увижу.
Страшно, что не увижу Тебя.

",Сохранять и покидать,не указан,простой,2000.0,...
"Наш берег песчаный и плоский,
заканчивающийся сырой
печальной и темной полоской,
как будто платочек с каймой.

Направо холодное море,
налево песочечный быт.
Меж ними, намокши от горя,
темнея, дорожка бежит.

Мы больше сюда не приедем.
Давай по дорожке пройдем.
За нами — к добру по приметам —
следы отольют серебром.

",Морская,не указан,сложный,1971,...
"Наши трапезы — сладострастные,
Кулинарочка ты потрясная!

Ты вбежишь, только скажешь:
		  «Здрасьте!» —
умираю от сладострастья.

Воздух утром дрожит над пряслами
целомудренным сладострастьем.
Полосатый арбуз матрасный
скоро лопнет от сладострастья.
И березки дрожат за трассою —
адидасное сладострастье.

Отдавайтесь до обладания.
Заплывайте в любовь не в ластах!

Сладострастие сострадания.
Сострадание сладострастья.

Ты написана белым фломастером,
пахнешь сном и зубною пастой.
Твоя пятка — туз пятой масти.
Можно спятить от сладострастья!

Как я в жизни пролоботрясничал,
выяснял отношения с властью...
От невзгод наших спрячусь страусом
в твое белое сладострастье.

",Мотив белого,не указан,сложный,1999.0,...
"Не дай нам, Господи, сорваться! 
Нам слово Божее верни 
в мелеющую речь славянства,
в горячечную речь Чечни.
Чей мальчик в маске или в каске?
Он в Нальчике шел в первый класс...
Обертывается эхом Кафки
братоубийственный Кавказ?!
Спать не дают мне безыскусные
слова танкиста среди тел:
«Я не могу наматывать на гусеницы
женщин и детей...»

",Молитва,не указан,сложный,1991.0,...
"Не надо околичностей,
не надо чушь молоть.
Мы - дети культа личности,
мы кровь его и плоть.
Мы выросли в тумане,
двусмысленном весьма,
среди гигантомании
и скудости ума.
Отцам за Иссык-Кули,
за домны, за пески
не орденами - пулями
сверлили пиджаки.
И серые медали
довесочков свинца,
как пломбы, повисали
на души, на сердца.
Мы не подозревали,
какая шла игра.
Деревни вымирали.
Чернели вечера.
И огненной подковой
горели на заре
венки колючих проволок
над лбами лагерей.
Мы люди, по распутью
ведомые гуськом,
продутые, как прутья,
сентябрьским сквозняком.
Мы - сброшенные листья,
мы музыка оков.
Мы мужество амнистий 
и сорванных замков.
Распахнутые двери,
сметенные посты,
И ярость новой ереси,
и яркость правоты.

",Стремление,не указан,сложный,1956.0,...
"

Я — в кризисе. Душа нема.
«Ни дня без строчки», — друг мой дрочит.
А у меня —
ни дней, ни строчек.

Поля мои лежат в глуши,
Погашены мои заводы.
И безработица души
зияет страшною зевотой.

И мой критический истец
в статье напишет, что, окрысясь,
в бескризиснейшей из систем
один переживаю кризис.

Мой друг, мой северный,
мой неподкупный друг,
хорош костюм, да не по росту,
внутри все ясно и вокруг —
но не поется.

Я деградирую в любви.
Дружу с оторвою трактирною.
Не деградируете вы —
я деградирую.

Был крепок стих, как рафинад.
Свистал хоккейным бомбардиром.
Я разучился рифмовать.
Не получается.

Чужая птица издали
простонет перелетным горем.
Умеют хором журавли.
Но лебедь не умеет хором.

О чем, мой серый, на ветру
ты плачешь белому Владимиру?
Я этих нот не подберу.
Я деградирую.

Семь поэтических томов
в стране выходит ежесуточно.
А я друзей и городов
бегу, как бешеная сука,

в похолодавшие леса
и онемевшие рассветы,
где деградирует весна
на тайном переломе к лету...

Но верю я, моя родня —
две тысячи семьсот семнадцать
поэтов нашей федерации —
стихи напишут за меня.

Они не знают деградации.

",Душа,неклассический,простой,1967.0,НЕ ПИШЕТСЯ
"

Не поняли евангелисты.
Не к небесам Он руки простирал,
когда легионеры-металлисты
вгоняли в сухожилия металл.

Возьмемся за руки перед разлукой!
Он этим к воскрешению готов,
глядит с креста, протягивая руки
разбойникам с соседних двух крестов.

",Длань,не указан,сложный,,...
"Не придумано истинней мига,
чем раскрытые наугад –
недочитанные, как книга, –
разметавшись, любовники спят.

",Сон,неклассический,сложный,1972.0,...
,Любовная,не указан,простой,1993,...
"

Рыбу третьей свежести едим из Сетуни.
Поэты третьей свежести набрались сил.
Не бывает отечества третьей степени.
Медведь вам на ухо наступил.

Мое отечество — вне всякой степени,
как Бога данность, —
к нему, точно к песне, всегда не спетой,
испытываю благодарность.
",Фигура поэта,неклассический,простой,2003.0,НЕ СЕТУЮ
"Не возвращайтесь к былым возлюбленным,
былых возлюбленных на свете нет.
Есть дубликаты, как домик убранный,
где они жили немного лет.

Вас лаем встретит собачка белая,
и расположенные на холме
две рощи — правая, а позже левая —
повторят лай про себя, во мгле.

Два эха в рощах живут раздельные,
как будто в стереоколонках двух,
все, что ты сделала и что я сделаю,
они разносят по свету вслух.

А в доме эхо уронит чашку,
ложное эхо предложит чай,
ложное эхо оставит на ночь,
когда ей надо бы закричать:

«Не возвращайся ко мне, возлюбленный.
Мы были раньше. Нас больше нет».
Две изумительные изюминки
хоть и расправятся тебе в ответ.

А завтра вечером, на поезд следуя,
вы в речку выбросите ключи,
и роща правая, и роща левая
вам вашим голосом прокричит:

«Не покидайте своих возлюбленных.
Былых возлюбленных на свете нет...»

Но вы не выслушаете совет.

",Мотив белого,неклассический,сложный,1974.0,...
"

Человек надел трусы,
майку синей полосы,
джинсы белые, как снег,
надевает человек.

Человек надел пиджак,
на пиджак нагрудный знак
под названьем «ГТО».
Сверху он надел пальто.

На него, стряхнувши пыль,
он надел автомобиль.
Сверху он надел гараж
(тесноватый — но как раз!),

сверху он надел наш двор,
как ремень надел забор,
сверху он надел жену,
и вдобавок — не одну,
сверху весь микрорайон,
область надевает он.

опоясался как рыцарь
государственной границей.
И, качая головой,
надевает шар земной.
Черный космос натянул,
крепко звезды застегнул,
Млечный Путь — через плечо,
сверху — кое-что еще...

Человек глядит вокруг.
Вдруг —
у созвездия Весы
вспомнил, что забыл часы.

(Где-то тикают они,
позабытые, одни?..)

Человек снимает страны,
и моря, и океаны,
и машину, и пальто.
Он без Времени — ничто.

Он стоит в одних трусах,
держит часики в руках.
На балконе он стоит
и прохожим говорит:
«По утрам, надев трусы,
НЕ ЗАБУДЬТЕ ПРО ЧАСЫ!»


",Мотив белого,неклассический,сложный,1975.0,НЕ ЗАБУДЬ
"

В магазин зашел: «Алло!
Дайте неба пол кил о».

Продавцов сказали двое:
«С небом перебои.
Нету черного, ночного,
белого нет, облачного,
ни розового, ни голубого,
ни серого — ну никакого,
нету неба бородинского!..»

«Тоже мне — князь Андрей».
«Гражданин, не надо диспутов!
Не толпитесь у дверей».

«Дома глазки голубые
ждут, чтоб неба им добыли.
Если неба не давать -
они будут затухать.
Отпусти, небена мать».

Продавщица ответила: «Сочувствую.
Вместо хлеба нам насущного
отпустить могу вам смога.
Но немного».

«Мне хотя бы без изюма,
и без звезд.
Я ее люблю безумно!
Разрешите встану в хвост».

«Ваши бы заботы мне бы...
В мировой голубизне
строить общество без неба
нелегко в одной стране.
В Марксе нет социализма.
Вода кончилась в воде.
Бензина самоубийце
нету. Неба нет нигде.
А в авоське — как кроссворд.
Угадай, из чего торт?»

«Нашенским без неба - финиш.
Даже в тюрьме
пайки синенькие видишь
четвертушками в окне.

Мне хотя бы ломтик надо,
чтобы глазки зацвели.
Мне сказали, из Канады
тонну неба завезли».

Продавец сказал любезно:
«Страна наша безнебесна.
Где работаешь, дебил?
Сам ты небо задымил».

Человек ушел без неба
в безнебесные места.
У моста слепые требуют:
«Подайте неба, ради Христа».

",Небо,не указан,простой,1990.0,НЕБА БЫ!..
"

Покойник был не кролик.
Ему бы чуточку пожить -
некому было б хоронить.

",Сохранять и покидать,не указан,простой,1980,НЕКРОЛОГ
"

Д. Н. Журавлеву
Немых обсчитали.
Немые вопили.
Медяшек медали
влипали в опилки.

И гневным протестом,
что все это сказки,
кассирша, как тесто,
вздымалась из кассы.

И сразу по залам,
по курам зеленым,
пахнуло слезами,
как будто озоном.

О, слез этих запах
в мычащей ораве.
Два были без шапок.
Их руки орали.

А третий с беконом
подобием мата
ревел, как Бетховен,
земно и лохмато!

В стекло барабаня,
ладони ломая,
орала судьба моя
глухонемая!

Кассирша, осклабясь,
косилась на солнце
и ленинский абрис
искала в полсотне.

Но не было Ленина.
Все было фальшью...
Была бакалея.
В ней люди и фарши.

",Длань,не указан,простой,1958.0,НЕМЫЕ В МАГАЗИНЕ
"Ни в паству не гожусь, ни в пастухи,
другие пусть пасут или пасутся.
Я лучше напишу тебе стихи.
Они спасут тебя.

Из Мцхеты прилечу или с Тикси
на сутки, но зато какие сутки!
Все сутки ты одета лишь в стихи.
Они спасут тебя.

Ты вся стихи — как ты ни поступи, —
зачитанная до бесчувствия.
Ради стихов рождаются стихи.
Хоть мы не за «искусство для искусств«..»!

",Молитва,не указан,простой,1980,...
,Стремление,не указан,простой,,...
"

Сколько звезд!
Как микробов
	    в воздухе...

",Поле,не указан,простой,1963,НОЧЬ
"

Автопортрет мой, реторта неона, апостол
небесных ворот —
аэропорт!

Брезжат дюралевые витражи,
точно рентгеновский снимок души,
Как это страшно, когда в тебе небо стоит
в тлеющих трассах
необыкновенных столиц!

Каждые сутки
тебя наполняют, как шлюз,
звездные судьбы
грузчиков, шлюх.

В баре, как ангелы, гаснут твои алкоголики.
Ты им глаголишь!

Ты их, прибитых,
возвышаешь!
Ты им «Прибытье»
возвещаешь!

__________

Ждут кавалеров, судеб, чемоданов, чудес...
Пять «Каравелл»
	            ослепительно
			  сядут с небес!

Пять полуночниц шасси выпускают устало.
Где же шестая?

Видно, допрыгалась —
		     блядь, аистенок, звезда!

Электроплитками
	            пляшут под ней города.

Где она реет,
	     стонет, дурит?

И сигареткой
	     в тумане горит?

Она прогноз не понимает.
Ее земля не принимает.

__________

Худы прогнозы. И ты в ожидании бури,
Как в партизаны, уходишь в свои вестибюли.

Мощное око взирает в иные мира.
Мойщики окон
	       слезят тебя, как мошкара,
Звездный десантник, хрустальное чудище,
Сладко, досадно быть сыном будущего,
Где нет дураков
	        и вокзалов-тортов —
Одни поэты и аэропорты!

Стонет в аквариумном стекле
Небо,
         приваренное к земле.

__________

Аэропорт — озона и солнца
		       аккредитованное посольство!

Сто поколений
	  не смели такого коснуться —
Преодоленья
	     несущих конструкций.
Вместо каменных истуканов
Стынет стакан синевы —
		         без стакана.
Рядом с кассами-теремами
Он, точно газ,
	      антиматериал ен!
Бруклин — дурак, твердокаменный черт.

Памятник эры —
Аэропорт.

",Небо,не указан,простой,1961.0,НОЧНОЙ АЭРОПОРТ В НЬЮ-ЙОРКЕ
"

Мы познали лишь предбанник.
Краток срок.
Поглядите на рубанок —
это ж носорог!

Красноглазы, косороты,
в стружках, точно паровоз,
носороги, носороги,
мчат шипами красных роз.

Носороги на дороге —
точно памятник эпох.
Носороги на сороке —
вроде блох.

Под броней орденоносной
шелк застенчивых кишок.
Стружкой пенятся доносы.
Напряженный, как курок,
в бой, как Навуходоносор,
он бежит, сороконог.

В животе у носорога
наш волшебный носорог! —
Меж твоих дремот и пуков
в носорожьем животе
по фамилии Сонвруков
пребываем в тесноте.

Почему оптимистична
его кожа под паршой?
Рог торчит, как палец, тычась
«на большой»?

Почему же среди монстров
настороженный рывок?
Пастернака звали сестры
«носорог».

Мы живем, забыв о Боге.
Быт в квартире все тесней.
Люди — это носороги.
Нет людей.",Длань,классический,простой,2008.0,НОСОРОГ
"

Я не знаю, как остальные,
но я чувствую жесточайшую
не по прошлому ностальгию —
ностальгию по настоящему.

Будто послушник хочет к Господу,
ну а доступ лишь к настоятелю, —
так и я умоляю доступа
без посредников к настоящему.

Будто сделал я что-то чуждое,
или даже не я — другие.
Упаду на поляну — чувствую
по живой земле ностальгию.

Нас с тобой никто не расколет,
но когда тебя обнимаю —
обнимаю с такой тоскою,
будто кто тебя отнимает.

Когда слышу тирады подленькие
оступившегося товарища,
я ищу не подобья — подлинника,
по нему грущу, настоящему.

одиночества не искупит
в сад распахнутая столярка.
Я тоскую не по искусству,
задыхаюсь по-настоящему.

Всё из пластика — даже рубища,
надоело жить очерково.
Нас с тобою не будет в будущем,
а церковка…

И когда мне хохочет в рожу
идиотствующая мафия,
говорю: «Идиоты — в прошлом.
В настоящем — рост понимания».

Хлещет черная вода из крана,
хлещет ржавая, настоявшаяся,
хлещет красная вода из крана,
я дождусь — пойдет настоящая.

Что прошло, то прошло. к лучшему.
Но прикусываю, как тайну,
ностальгию по настающему,
что настанет. Да не застану.

",Сохранять и покидать,неклассический,сложный,1975.0,НОСТАЛЬГИЯ ПО НАСТОЯЩЕМУ
"

Попискивает комарик,
плывёт в Новый год кровать.
Оставив меня кемарить,
пошёл мой Секс погулять.

По барам, местам приватным,
по бабам, что станут «экс».
Пугая экспроприаторов,
пошёл погулять мой Секс.

По-гоголевски про нос он,
пел песенку, муча плебс,
с невыветрившимся прононсом,
как будто Григорий Лепс.

Перекликаясь саксами,
собой друг друга дразня,
с четвероногими сексами
прогуливаются друзья.

На набережной Стикса
фонари принимают душ.
Тень от моего Секса
доходит до Мулен Руж!

Такая страшная сила
меня по миру несла —
сублимированная Россия,
Евангелие от Козла.

Рождаясь и подыхая,
качающийся, вознесён
с тобой на одном дыхании
кончающий стадион.

В год Новый — былые выгоды.
За выдохом следует вдох.
Из жизни, увы, нет выхода.
И женщина — только вход.

Расстреливающий осекся.
Расстреливаемому — под зад.
Вы видели моего Рекса?
На место, мой Рекс,
	назад!

",Фигура женщины,не указан,простой,2008.0,НОВОГОДНИЕ ПРОГУЛКИ С СЕКСОМ
"

Пл. Маяковского, 3 ч. дня. 
Ты в четырех машинах впереди меня. 
«Волга». «Москвич». «Рафик». 
красный зад с табличкою «проба». 
Трафик. 
Пробка. 

Постовой с микрофоном — 
как эстрадный трагик. 
Шепот. Робкое дыханье. Трели соловья. 
Сопот. Роберт. Долуханова. 
Ты в трех машинах впереди меня. 
Трафик. 

До-ре-ми-фа-соль-ля-си-до-ре —
100 ре-домино-сын в МИСИ-неси 100 ре.

Три часа до Нового года. 
Пл. Пушкина. Нет обгона. 
Пушкин. Фет. Барков. Переделков. Упаковкин. 
Нет парковки. 
Пробка. 
Исторический график: 
Людовики — 7-й, 8-й, 8 1/2 до черта графов. 
Твои любовники — Владлен 3-й, Владлен 4-й.

«Рафик». 
Мне плохо. 
График. 
Пробка. 
Мысли: 
не завелись бы в кардане мыши. 

2 часа до Нового года. 
Пл. Маяковского. Капоты, капоты — 
теснее, чем клавиши 
или места на Ваганьковском кладбище. 

Авто — моя крепость, авторакушка. 
Ловушка! 
Кого боится Вирджиния Вульф? 
Всех, кто впервые сядет за руль. 

Старушка пешком обгоняет вас 
со скоростью 100 км в час. 
По тротуарам несутся ночные ковбои 
с единственной мыслью: кого бы? 

«Шкоды»! Пошехония! 
Пора ограничить скорость пешеходов. 
Или ввести единую. 
1/2 часа до нового года. 
Ты в двух машинах впереди меня. 
О, вечный зад с табличкою «проба»! 
Пробка. 

С РАБОТЫ И НА РАБОТу 
ЛЕТАЙТЕ САМОЛЕТАМИ АЭРОФЛОТА 
ИЗ ФРУНЗЕ В САРАНСК 
НЕ ЛЕТАЙТЕ САМОЛЕТАМИ АЭРОФРАНС. 

Одинокий мужчина 
меняет машину 
в центре Пушкинской площади 
на Жигули той же площади 
но в районе крымского моста 

Твоя машина пуста. 

Я тоскую по сильным глаголам — 
жить — думать — дышать — мчать, — 
как форвард тоскует по голу, 
когда окончился матч. 

Догнать — обернуться — увидеть — 
вернуться — себя подарить — 
нарушить — возненавидеть — 
разбиться — и благодарить — 

ХРАНИТЕ ДЕНЬГИ В КАССАХ АЭРОФЛОТА 
НЕ СИДИТЕ БЕЗ ПРИВЯЗНОГО РЕМНЯ — 
умчать тебя к Новому году — 
ты во всех машинах впереди меня. 

Нарушу. 

Эй, выйдемте все из панцирей и из капотов 
и из зада с табличкою «проба». 

Наружу! 

Шампанского!! 
С Новым годом!!! 

Пробка!

",Мотив полета,неклассический,простой,1975.0,НОВОГОДНИЕ РАЛЛИ-СТОП
"

Старый корвет — самый юный и модный  
				   тысячу лет.
Вышел на улицу без намордника  
			    старый поэт.
В ужасе дети. Полыми флейтами  
			    свищет скелет.
Вдруг проклянет он наше столетие,  
			    страшный поэт?
Мэтр партизанит хромой куртизанкою  
			    под марафет.
Танки похожи на запонки  
		       в грязном снегу манжет.
Ежесекундно рождается заново  
			    новый поэт.
В жизни для женщин, в хохоте встречных
				  смерти ища,
старый поэт, ты бессмертен и вечен,
		       как человеческая душа!
Душа народа на предъявителя.
			    Возраста нет.
Где моя вера, шар из финифти?
			    Слово в зените
через запрет?

Новые русские, извините,
		       я — старый поэт.
",Фигура поэта,неклассический,простой,2004.0,НОВЫЙ ПОЭТ
"

Моя бабушка — староверка,
но она —
научно-техническая революционерка.
Кормит гормонами кабана.

Научно-технические коровы
следят за Харламовым и Петровым,
и, прикрываясь ночным покровом,
сексуал-революционерка Сударкина,
в сердце,
	как в трусики-безразмерки,
умещающая пол-Краснодара,
подрывает основы
семьи,
	частной собственности
		и государства.

Научно-технические обмены
отменны.
Посылаем Терпсихору —
получаем «Пепси-колу».

И все-таки это есть Революция —
в умах, в быту и в народах целых.
К двенадцати стрелки часов крадутся —
но мы носим кварцевые, без стрелок!

Я — попутчик
	научно-технической революции.
При всем уважении к коромыслам
хочу, чтобы в самой дыре завалющей
был водопровод
	и свобода мысли.

За это я стану на горло песне,
устану —
	товарищи подержат за горло.
Но певчее горло с дыхательным вместе —
живу, не дыша от счастья и горя.

Скажу, вырываясь из тисков стишка,
тем горлом, которым дышу и пою:
«Да здравствует Научно-техническая,
перерастающая в Духовную!»

Революция в опасности! Нужны меры.
Она саботажникам не по нутру.
Научно-технические контрреволюционеры
не едят синтетическую икру.

",Мотив чувства,не указан,сложный,1973.0,НТР
"Ну что тебе надо еще от меня?
Чугунна ограда. Улыбка темна.
Я музыка горя, ты музыка лада,
ты яблоко ада, да не про меня!

На всех континентах твои имена
прославил. Такие отгрохал лампады!
Ты музыка счастья, я нота разлада.
Ну что тебе надо еще от меня?

Смеялась: «Ты ангел?» — я лгал, как змея.
Сказала: «Будь смел» — не вылазил из спален.
Сказала: «Будь первым» — я стал гениален,
ну что тебе надо еще от меня?

Исчерпана плата до смертного дня.
Последний горит под твоим снегопадом.
Был музыкой чуда, стал музыкой яда,
ну что тебе надо еще от меня?

Но и под лопатой спою, не виня:
«Пусть я удобренье для божьего сада,
ты — музыка чуда, но больше не надо!
Ты случай досады. Играй без меня».

И вздрогнули складни, как створки окна.
И вышла усталая и без наряда.
Сказала: «Люблю тебя. Больше нет сладу.
Ну что тебе надо еще от меня?»

",Музыкальная,не указан,простой,1971.0,...
"

Не до муз этим летом кромешным.
В доме — смерти, одна за другой.
Занимаюсь квартирообменом,
чтобы съехались мама с сестрой.

Как последняя песня поэта,
едут женщины на грузовой,
две жилицы в посмертное лето —
мать с сестрой.

Мать снимает пушинки от шали,
и пушинки
   летят
              с пальтеца,
чтоб дорогу по ним отыскали
тени бабушки и отца.

И, как эхо их нового адреса,
провожая заплаканный скарб,
вместо выехавшего августа
в наши судьбы въезжает сентябрь.

Не обменивайте квартиры!
Пощади, распорядок земной,
мою малую родину сирую —
мать с сестрой.

Обменяться бы — да поздновато! —
на удел,
как они, без вины виноватых
и без счастья счастливых людей.

",Фигура поэта,неклассический,сложный,1974.0,ОБМЕН
"

Это мой теневой кабинет.
Пока нет:
гардероба
и полн. собр. соч. Кальдерона.
Его Величество Александрийский буфет
правит мною в рассрочку несколько лет.
Вот кресло-катапульта
времен борьбы против культа.
Тень от предстоящей иконы:
«Кинозвезда, пожирающая дракона».
Обещал подарить Солоухин.
По слухам,
VI век.
Феофан Грек.
Стол. «Кент».
На столе ответ на анкету:
«Предпочитаю «Беломор» «Кенту».

Вот жены акварельный портрет.
Обн. натура.
Персидская миниатюра.
III век. Эмали лиловой.
Сама, вероятно, в столовой...
Вот моя теневая столовая —
смотрите, какая здоровая!
Па обед
все, чего нет
(след, перечисление ед).
Тень бабушки — салфетка узорная,
вышивала, страдалица, вензеля иллюзорные.

Осторожно, деда уронишь!
Пианино. «Рёниш».
Мамино.

Видно, жена перед нами играла Рахманинова.
Одна клавиша полуутоплена,
еще теплая.
(Бьет.) Ой, нота какая печальная!
Сама, вероятно, в спальне.
Услышала нас и пошла наводить марафет.

«Уходя, выключайте свет!»
«Проходя через пороги,
предварительно вытирайте ноги.
Потолки новые —
предварительно вымывайте голову».

Вот моя теневая спальня.
Ох, как развалено...
Хорошо, что жены нет.
Тень от Милы, Нади, Тани, Ниннет
+ 14 созданий
с площади Испании.
Уголок забытых вещей!
№ 2-й,
№ 3-й,
№ 8-й — никто не признается чай!
А вот женина брошка.
И платье брошено...
наверное, опять побегла к Аэродромову
за димедролом...
Актриса, но тем не менее!
Простите, это дела семейные...

(В прихожей, черен и непрост,
кот поднимал загнутый хвост,
его в рассеянности Гость,
к несчастью, принимал за трость.)

Вот ванная.
Что-то странное!
Свет под дверью. Заперто изнутри.
Нет, не верю! Эй, Аэродромов, отвори!
Вот так всегда.
Слышите, переливается на пол вода.
(Стучит.) Нет ответа.
(От страшной догадки он делается
	неузнаваем.)

О нет, только не это!..
Ломаем!
Она ведь вчера говорила —
«Если не придешь домой...»
Милая! Что ты натворила!
(Дверь высаживают.)
Боже мой!..
Никого. Только зеркало запотелое.
Перелитая ванна полна пустой глубины.
Сухие, нетронутые полотенца...

Голос из стены:
«А зачем мне вытираться,
вылетая в вентиляцию?!»

",Время,не указан,простой,1972.0,Обстановочка
"

Напои меня вином —
темно-красною свободой,
напои меня собою,
в рот набрав «Сент-Эмильон».

Напои меня виной
холодяще, эротично.
Все другое — еретично.
Нови, нови нет в ином!

Все фужеры я давно
перебил тебе на счастье.
Обучу тебя причастью
пить взаимное вино.

Научу пить из горла
вкус малины и канцоны —
антирадиационно
Геба ты, а не герла.

«С Новым годом!» повторим.
Неужели, неужели
твои женские фужеры
не новее всех новин?!

Жизнь — короткие вакейшены.
Нам завещано одно —
пить из губ любимой женщины
монастырское вино!

Рукавами кимоно
утро сужено в окно.
Нови, нови нету, но
есть вино, вино, вино.

Только зеркало с торца
отражает невозможно
неразъятою восьмеркой
два дурацкие лица.

Новый год — какой наив!
Век какой? Не все ль равно...
Нет новин, новин, новин,
есть вино, вино, вино...",Время,неклассический,простой,1998.0,ОБУЧЕНИЕ ВИНОПИТИЮ
"

«Блондинка, стройная,
172- сантиметровая,
что любит кулинарию и книги» —
опубликована,
как ордер просмотровый,
в «Вечерней Риге».

Мне это имя, кажется, знакомо...
Нога балетная. Улыбка бабьелетняя.
Под шкаф скакнула
незабвенная заколка...
По объявлению! по объявлению!

Кругом двухкомнатные женщины
петитом.
Спрос на мужчин от 40 и до 50-ти.
Под ними руки
стерты Моцартом и стиркою.
Какие страшные судеб
четверостишия!

Идут по улицам, взрослея и старея,
и мнут перед редакцией перчатки
самые честные стихотворения.
Не всех печатают.

Несложившиеся книги.
Неопубликованные невесты.
Я не печатаюсь в вечерней «Риге»,
чтоб им было больше места.

Где ты идешь сейчас, какой дорогой?
Очки поправив.
Бездонные глаза — как некрологи
в черной оправе.

По всей стране конверты
запечатывают.
Хохочет кодло.
Наверно, пошло, что в газете их
печатают.
Но не печатать - подло.

",Стремление,не указан,простой,1980,ОБЪЯВЛЕНИЕ О ЗНАКОМСТВЕ
"

«Очисти, снег, страну,
сознание очисти.
Телеэкран души
зашкален от помех.
Мне непонятно, с кем
помолвлена отчизна.
Очисти душу, снег.
(На клавишах берез,
взлетев, сыграем «Чижик».
Все пьяные, как снег,
целуемся при всех.)
...В душе метет метель —
предсвадебный мальчишник?
Смертельно люблю снег.
Люблю ногами вверх
висящие кальсоны.
В морозе, как собор
из колоколен двух.
Очисти, снег, страну
неконституционно,
исповедью вслух.
Очисти, снег, страну
сейчас, без промедленья!
Не трогай, гнев, страну.
Пусть к нам слетит с небес
мольба объединенья.
Я снегу присягну».



",Снег,не указан,простой,1995.0,"ОЧИСТИ, СНЕГ"
"

Рука, спасибо за науку!
Став мне рукой,
ты, точно сука, одноуха,
болтаешься вниз головой...

Собаки — это человечье,
плюс — animal.
Мы в церкви держим в левой свечи,
чтоб Бог нас лучше понимал.

А людям без стыда и чести
понять помог
мой аргумент мужского жеста,
напрягшегося, как курок.

Ты с женщинами непосредственно
вела себя.
Ты охраняешь область сердца, —
боль начинается с тебя.

Ты — это мой самоучитель,
ноты травы.
Сегодня все мои мучители —
это мучители твои!

Когда ж чудовищная сила
меня несла —
башку собою заслонила,
меня спасла...

Но устаёшь от пьедестала.
Моя ж рука,
вдруг выкобениваться стала,
став автономно далека.

Я этот вызов беззаконный
счёл за теракт!
Но — хочет воли автономий
анатомический театр!

Я твой губитель, я — подлец.
Ты чахла.
Обёртывалась новой чакрой
неизлечимая болезнь.

Ты мне больничная запомнилась.
Забыть нельзя.
Лежишь, похожа на омоновца,
замотанная по глаза.

Не помню я тебя скулящей,
когда, скорбя,
мы с мировыми эскулапами
осматривали тебя.

Как мог я дать тебя кромсать
ножам чужим и недостойным,
мешая ненависть со стоном?!
Так, вашу мать!

Междоусобны наши войны.
Дав свою плоть,
мы продаём себя невольно
и то, что завещал Господь.

Мне снится сон: пустыня Гоби.
На перевязи, на весу,
как бы возлюбленную в гробе,
я руку мёртвую несу.

Возлюбленная — как акула.
Творя инцест,
меня почти совсем сглотнула,
ещё секунда — сердце съест!

Прощаюсь с преданною жизнью.
Рука ж вполне
здоровая — на ней повисну,
как тощий плащ или кашне.

",Длань,не указан,сложный,2007.0,ОДА МОЕЙ ЛЕВОЙ РУКЕ
